term,replacement
Roll calibration,Roll calibration
Caliper,Caliper
Calyx,Calyx
Extrarenal calyx,Extrarenal calyx
Caliciopsis pinea,Caliciopsis pinea
Caliciviridae,Caliciviridae
Calicivirus,Calicivirus
Feline calicivirus,Feline calicivirus
Human calicivirus,Human calicivirus
Calidris alba,Calidris alba
Calidris alpina,Calidris alpina
Calidris canutus,Calidris canutus
Calidris pusilla,Calidris pusilla
California Achievement Test,California Achievement Test
California Adult Q-Set,California Adult Q-Set
California Child Q Sort Block Block,California Child Q Sort Block Block
California Consonant Test,California Consonant Test
California Entry Level Test,California Entry Level Test
California F Scale Adorno et al,California F Scale Adorno et al
California Mental Maturity Scale,California Mental Maturity Scale
California Occupational Preference System Buros,California Occupational Preference System Buros
California Occupational Preference System Interest Inventory Knapp,California Occupational Preference System Interest Inventory Knapp
California Preschool Social Competence Scale,California Preschool Social Competence Scale
California Primary Coop Reading Test Battery,California Primary Coop Reading Test Battery
California Psychological Inventory Gough,California Psychological Inventory Gough
California Short Form Test of Mental Ability,California Short Form Test of Mental Ability
California State University and College English Placement Test,California State University and College English Placement Test
California Test of Basic Skills,California Test of Basic Skills
California Test of Personality,California Test of Personality
California Verbal Learning Test,California Verbal Learning Test
California,California
Californium,Californium
Californium II,Californium II
Californium III,Californium III
Calixarene,Calixarene
Calliandra calothyrsus,Calliandra calothyrsus
Kallicrein zymogen,Kallicrein zymogen
Callinectes sapidus,Callinectes sapidus
Callionymus lyra,Callionymus lyra
Calliphora,Calliphora
Calliphoridae,Calliphoridae
Calliphora erythrocephala,Calliphora erythrocephala
Calliphora stygia,Calliphora stygia
Calliphora vicina,Calliphora vicina
Calliphora vomitoria,Calliphora vomitoria
Callistephus chinensis,Callistephus chinensis
Callithrix jacchus,Callithrix jacchus
Callitrichaceae,Callitrichaceae
Callogenesis,Callogenesis
Callorhinus ursinus,Callorhinus ursinus
Callose,Callose
Callosobruchus,Callosobruchus
Callosobruchus chinensis,Callosobruchus chinensis
Callosobruchus maculatus,Callosobruchus maculatus
Calluna,Calluna
Calluna vulgaris,Calluna vulgaris
Erica vulgaris,Calluna vulgaris
Squid,Squid
Cephalopoda,Cephalopoda
Calmodulin-lysine N-methyltransferase,Calmodulin-lysine N-methyltransferase
EC 2−1−1−60,Calmodulin-lysine N-methyltransferase
EC 2.1.1.60,Calmodulin-lysine N-methyltransferase
Calmodulin,Calmodulin
Heat pipe,Heat pipe
Low temperature heat pipe,Low temperature heat pipe
Chemical heat pipe,Chemical heat pipe
Variable conductance heat pipe,Variable conductance heat pipe
Cryogenic heat pipe,Cryogenic heat pipe
Diode heat pipe,Diode heat pipe
Electrohydrodynamic heat pipe,Electrohydrodynamic heat pipe
Gravity assisted heat pipe,Gravity assisted heat pipe
High temperature heat pipe,High temperature heat pipe
Osmotic heat pipe,Osmotic heat pipe
Reactive heat pipe,Reactive heat pipe
Rotating heat pipe,Rotating heat pipe
Thermostatic heat pipe,Thermostatic heat pipe
Calomys musculinus,Calomys musculinus
Calonectria,Calonectria
Calonectria crotalariae,Calonectria crotalariae
Calonectria nivalis,Calonectria nivalis
Calonectris diomedea,Calonectris diomedea
Calopogonium mucunoides,Calopogonium mucunoides
Calopterygidae,Calopterygidae
Calopteryx maculata,Calopteryx maculata
Calorie,Calorie
Thermal insulating,Thermal insulating
Calorimeter,Calorimeter
Adiabatic calorimeter,Adiabatic calorimeter
Scanning calorimeter,Scanning calorimeter
Conduction calorimeter,Conduction calorimeter
Differential calorimeter,Differential calorimeter
Flux calorimeter,Flux calorimeter
Ionization calorimeter,Ionization calorimeter
Isothermal calorimeter,Isothermal calorimeter
Calorimetry,Calorimetry
Scanning calorimetry,Scanning calorimetry
Differential calorimetry,Differential calorimetry
Differential scanning calorimetry,Differential scanning calorimetry
DSC,Differential scanning calorimetry
Indirect calorimetry,Indirect calorimetry
Calosoma frigidum,Calosoma frigidum
Carabidae,Carabidae
Pterostichidae,Carabidae
Calosoma sayi,Calosoma sayi
Calotes versicolor,Calotes versicolor
Calothrix,Calothrix
Ice cap,Ice cap
Polar cap,Polar cap
Spherical cap,Spherical cap
Calpain,Calpain
EC 3−4−22−17,Calpain
Calcium-activated neutral proteinase,Calpain
Ca2+-activated neutral protease,Calpain
EC 3.4.22.17,Calpain
Calpodes ethlius,Calpodes ethlius
Hesperiidae,Hesperiidae
Calreticulin,Calreticulin
Calretinin,Calretinin
Calteridol,Calteridol
Calusterone,Calusterone
Calvados,Calvados
Calvados (brandy),Calvados (brandy)
Calycanthaceae,Calycanthaceae
Calyceraceae,Calyceraceae
Calymmatobacterium,Calymmatobacterium
Calymmatobacterium granulomatis,Calymmatobacterium granulomatis
Donovania granulomatis,Calymmatobacterium granulomatis
Calypte anna,Calypte anna
Camargue,Camargue
Camazepam,Camazepam
Cambarus bartoni,Cambarus bartoni
Cambendazole,Cambendazole
Cambisols,Cambisols
Cambium,Cambium
Cambodia,Cambodia
Cambridge Mental Disorders of the Elderly Examination Roth et al,Cambridge Mental Disorders of the Elderly Examination Roth et al
Cambrian,Cambrian
Shank,Shank
Cam,Cam
Flat cam,Flat cam
Drum cam,Drum cam
Camelina sativa,Camelina sativa
Camellia,Camellia
Thea,Camellia
Theaceae,Theaceae
Camellia japonica,Camellia japonica
Thea japonica,Camellia japonica
Camellia sasanqua,Camellia sasanqua
Thea sasanqua,Camellia sasanqua
Camellia sinensis,Camellia sinensis
Thea sinensis,Camellia sinensis
Camelus bactrianus,Camelus bactrianus
Camelus dromedarius,Camelus dromedarius
Camembert,Camembert
Movie camera,Movie camera
Anger camera,Anger camera
CCD camera,CCD camera
Streak camera,Streak camera
Gamma camera,Gamma camera
Infrared camera,Infrared camera
All sky camera,All sky camera
Positron camera,Positron camera
X ray camera,X ray camera
Scintillation camera,Scintillation camera
Television camera,Television camera
Ultrahigh speed camera,Ultrahigh speed camera
Ultrasonic camera,Ultrasonic camera
Cameroon,Cameroon
Camiglibose,Camiglibose
Lorry,Lorry
Tank truck,Tank truck
Refrigerator truck,Refrigerator truck
Laboratory truck,Laboratory truck
Semi trailer,Semi trailer
Camisiidae,Camisiidae
Oribatida,Oribatida
Cryptostigmata,Oribatida
Camiverine,Camiverine
Chamomile,Chamomile
Camonagrel,Camonagrel
Camostat,Camostat
Camouflage,Camouflage
Concentration camp,Concentration camp
Concentration camp syndrome,Concentration camp syndrome
Mass campaign,Mass campaign
Measurement campaign,Measurement campaign
Campania,Campania
Campanulaceae,Campanulaceae
Campesterol,Campesterol
Camphechlor,Camphechlor
Camphene copolymer,Camphene copolymer
Camphene polymer,Camphene polymer
Camphor 1 2-monooxygenase,Camphor 1 2-monooxygenase
EC 1−14−15−2,Camphor 1 2-monooxygenase
2 5-Diketocamphane lactonizing enzyme,Camphor 1 2-monooxygenase
Camphor ketolactonase I,Camphor 1 2-monooxygenase
EC 1.14.15.2,Camphor 1 2-monooxygenase
Camphor 5-monooxygenase,Camphor 5-monooxygenase
EC 1−14−15−1,Camphor 5-monooxygenase
Camphor 5-exo-methylene hydroxylase,Camphor 5-monooxygenase
EC 1.14.15.1,Camphor 5-monooxygenase
Camphotamide,Camphotamide
Camphor,Camphor
Camphor tree,Camphor tree
Campimeter,Campimeter
Campimetry,Campimetry
Camping,Camping
Campodeidae,Campodeidae
Diplura,Diplura
Campoletis sonorensis,Campoletis sonorensis
Camponotus,Camponotus
Camponotus aethiops,Camponotus aethiops
Camponotus herculeanus,Camponotus herculeanus
Camponotus rufipes,Camponotus rufipes
Campostoma anomalum,Campostoma anomalum
Camptodactyly,Camptodactyly
University campus,University campus
Campylobacter,Campylobacter
Campylobacteraceae,Campylobacteraceae
Campylobacter coli,Campylobacter coli
Campylobacter fetus,Campylobacter fetus
Vibrio fetus,Campylobacter fetus
Campylobacter fetus subsp. fetus,Campylobacter fetus subsp. fetus
Vibrio fetus var. intestinalis,Campylobacter fetus subsp. fetus
Campylobacter fetus subsp. venerealis,Campylobacter fetus subsp. venerealis
Vibrio fetus var. venerealis,Campylobacter fetus subsp. venerealis
Campylobacter jejuni,Campylobacter jejuni
Campylobacter sputorum,Campylobacter sputorum
Campylobacter sputorum subsp. bubulus,Campylobacter sputorum subsp. bubulus
Campylobacter sputorum subsp. mucosalis,Campylobacter sputorum subsp. mucosalis
Campylobacter infection,Campylobacter infection
Camsilate,Camsilate
Amoxydramine camsilate,Amoxydramine camsilate
Trimetaphan camsilate,Trimetaphan camsilate
Trimetaphan camsylate,Trimetaphan camsilate
Camylofin,Camylofin
Acamylophenin,Camylofin
Canadian Lorge Thorndike Intelligence Tests,Canadian Lorge Thorndike Intelligence Tests
Canadian Self Esteem Inventory for Adult,Canadian Self Esteem Inventory for Adult
Canadian Self Esteem Inventory for Children,Canadian Self Esteem Inventory for Children
Canadian Test of Basic Skills,Canadian Test of Basic Skills
English canadian,English canadian
French canadian,French canadian
Canal,Canal
Wave flume,Wave flume
Adjacent channel,Adjacent channel
Alveolar canal,Alveolar canal
Headwater channel,Headwater channel
Anal canal,Anal canal
Basiooccipital aortic canal,Basiooccipital aortic canal
Arantius canal,Arantius canal
Ductus arteriosus,Ductus arteriosus
Endocardial cushion defect,Endocardial cushion defect
Endocardial Cushion defect,Endocardial cushion defect
Noisy channel,Noisy channel
Limited band channel,Limited band channel
Binary channel,Binary channel
Bus(channel),Bus(channel)
Carpal tunnel syndrome,Carpal tunnel syndrome
Circular runner,Circular runner
Cloquet canal,Cloquet canal
Collecting duct,Collecting duct
Continuous channel,Continuous channel
Mold runner,Mold runner
Short channel,Short channel
Cystic duct,Cystic duct
Corinth Channel,Corinth Channel
Mediterranean Sea,Mediterranean Sea
Panama Canal,Panama Canal
Suez Canal,Suez Canal
Wellington Channel,Wellington Channel
Discharge channel,Discharge channel
Vas deferens,Vas deferens
Dental canal,Dental canal
Diversion channel,Diversion channel
Diffusion channel,Diffusion channel
Discrete channel,Discrete channel
Dispersive channel,Dispersive channel
Mozambique channel,Mozambique channel
Buried channel,Buried channel
Narrow channel,Narrow channel
Excretion duct,Excretion duct
Tailrace channel,Tailrace channel
Galactophorous duct,Galactophorous duct
Gartner canal,Gartner canal
Gaussian channel,Gaussian channel
Guyon tunnel syndrome,Guyon tunnel syndrome
Havers canal,Havers canal
Hepatic duct,Hepatic duct
Accessory hepatic duct,Accessory hepatic duct
Canal (hydrology),Canal (hydrology)
Runner,Runner
Ionic channel,Ionic channel
Irrigation canal,Irrigation canal
Nasolacrimal duct,Nasolacrimal duct
Linear channel,Linear channel
Membrane channel,Membrane channel
MHD channel,MHD channel
Mullerian duct,Mullerian duct
Multiple channel,Multiple channel
n channel,n channel
Ship canal,Ship canal
Non linear channel,Non linear channel
Nuck canal,Nuck canal
Open channel,Open channel
p channel,p channel
Pancreatic duct,Pancreatic duct
Parallel plane channel,Parallel plane channel
Plasma channel,Plasma channel
Vertebral canal,Vertebral canal
Lombar vertebral canal,Lombar vertebral canal
Rectangular channel,Rectangular channel
Return channel,Return channel
Memoryless channel,Memoryless channel
Santorini canal,Santorini canal
Schlemm canal,Schlemm canal
Semicircular canal,Semicircular canal
Horizontal semicircular canal,Horizontal semicircular canal
Ductus semicircularis lateralis,Horizontal semicircular canal
Submarine channel,Submarine channel
Stenon duct,Stenon duct
Thoracic duct,Thoracic duct
Thyroglossal duct,Thyroglossal duct
Transistor channel,Transistor channel
Transmission channel,Transmission channel
Tropospheric duct,Tropospheric duct
Vapor tube,Vapor tube
Time variable channel,Time variable channel
Vertical channel,Vertical channel
Vocal tract,Vocal tract
Wharton canal,Wharton canal
Wolff canal,Wolff canal
Canaliculus,Canaliculus
Bile canaliculi,Bile canaliculi
Lacrimal canaliculus,Lacrimal canaliculus
Seminiferous tubule,Seminiferous tubule
Pipe,Pipe
Aerial pipe,Aerial pipe
Axial channeling,Axial channeling
Water pipe,Water pipe
Hot water pipe,Hot water pipe
Drinking water pipe,Drinking water pipe
Waste water pipe,Waste water pipe
Electrical duct,Electrical duct
Buried pipe,Buried pipe
Waste water disposal pipe,Waste water disposal pipe
Riser pipe,Riser pipe
Channeling,Channeling
Planar channeling,Planar channeling
Underwater pipe,Underwater pipe
Underground pipe,Underground pipe
Steam pipe,Steam pipe
Superheated steam pipe,Superheated steam pipe
Duck,Duck
Canary Islands,Canary Islands
Canavalia ensiformis,Canavalia ensiformis
Canavan disease,Canavan disease
Canbisol,Canbisol
Cancer antennarius,Cancer antennarius
Cancer Attitude Survey,Cancer Attitude Survey
Cancer borealis,Cancer borealis
Alveolar cell cancer,Alveolar cell cancer
Familial cancer,Familial cancer
Carcinoma in situ,Carcinoma in situ
Cancer Inventory of Problem Situations,Cancer Inventory of Problem Situations
Cancer irroratus,Cancer irroratus
Cancer magister,Cancer magister
Cancer pagurus,Cancer pagurus
Cancer procoagulant,Cancer procoagulant
EC 3−4−22−26,Cancer procoagulant
EC 3.4.22.26,Cancer procoagulant
Cancerology,Cancerology
Candesartan,Candesartan
Candicidin,Candicidin
Candida,Candida
Candida albicans,Candida albicans
Candida clausseini,Candida albicans
Candida nouvelii,Candida albicans
Candida stellatoidea,Candida albicans
Candida amylolenta,Candida amylolenta
Candida bogoriensis,Candida bogoriensis
Candida boidinii,Candida boidinii
Candida methanolica,Candida boidinii
Candida koshuensis,Candida boidinii
Candida catenulata,Candida catenulata
Candida brumptii,Candida catenulata
Candida chiropterorum,Candida chiropterorum
Candida cylindracea,Candida cylindracea
Candida dendrica,Candida dendrica
Torulopsis dendrica,Candida dendrica
Candida dendronema,Candida dendronema
Candida entomaea,Candida entomaea
Candida entomophila,Candida entomophila
Candida ergatensis,Candida ergatensis
Candida etchellsii,Candida etchellsii
Torulopsis etchellsii,Candida etchellsii
Candida famata,Candida famata
Torulopsis famata,Candida famata
Torulopsis candida,Candida famata
Candida fragariorum,Candida fragariorum
Candida glabrata,Candida glabrata
Cryptococcus glabratus,Candida glabrata
Torulopsis glabrata,Candida glabrata
Candida guilliermondii,Candida guilliermondii
Candida humicola,Candida humicola
Candida hydrocarbofumarica,Candida hydrocarbofumarica
Candida hylophila,Candida hylophila
Candida ingens,Candida ingens
Candida insectalens,Candida insectalens
Torulopsis insectalens,Candida insectalens
Candida insectamans,Candida insectamans
Candida insectorum,Candida insectorum
Candida intermedia,Candida intermedia
Candida irigens,Candida irigens
Candida kefyr,Candida kefyr
Candida pseudotropicalis,Candida kefyr
Candida cremoris,Candida kefyr
Candida krusei,Candida krusei
Candida brassicae,Candida krusei
Candida lambica,Candida lambica
Candida maris,Candida maris
Torulopsis maris,Candida maris
Candida membranaefaciens,Candida membranaefaciens
Candida methanolovescens,Candida methanolovescens
Torulopsis methanolovescens,Candida methanolovescens
Candida methanosorbosa,Candida methanosorbosa
Torulopsis methanosorbosa,Candida methanosorbosa
Candida muscorum,Candida muscorum
Candida mycoderma,Candida mycoderma
Candida nemodendra,Candida nemodendra
Torulopsis nemodendra,Candida nemodendra
Candida nitratophila,Candida nitratophila
Torulopsis nitratophila,Candida nitratophila
Candida onychomycos,Candida onychomycos
Candida lipolytica,Candida lipolytica
Mycotorula lipolytica,Candida lipolytica
Candida paralipolytica,Candida lipolytica
Candida petrophilum,Candida lipolytica
Candida parapsilosis,Candida parapsilosis
Candida philyla,Candida philyla
Torulopsis philyla,Candida philyla
Candida pintolopesii,Candida pintolopesii
Candida pintolopesii var. pintolopesii,Candida pintolopesii var. pintolopesii
Torulopsis bovina,Candida pintolopesii var. pintolopesii
Torulopsis pintolopesii,Candida pintolopesii var. pintolopesii
Candida pintolopesii var. slooffiae,Candida pintolopesii var. slooffiae
Candida slooffii,Candida pintolopesii var. slooffiae
Candida rugosa,Candida rugosa
Candida sake,Candida sake
Candida cloacae,Candida sake
Candida maltosa,Candida sake
Candida silvanorum,Candida silvanorum
Candida silvatica,Candida silvatica
Torulopsis silvatica,Candida silvatica
Candida silvicultrix,Candida silvicultrix
Candida sonorensis,Candida sonorensis
Torulopsis sonorensis,Candida sonorensis
Candida steatolytica,Candida steatolytica
Candida tenuis,Candida tenuis
Candida tropicalis,Candida tropicalis
Monilia candida,Candida tropicalis
Candida tsukubaensis,Candida tsukubaensis
Candida utilis,Candida utilis
Torula utilis,Candida utilis
Torulopsis utilis,Candida utilis
Candida vini,Candida vini
Candida viswanathii,Candida viswanathii
Candida zeylanoides,Candida zeylanoides
Candidapepsin,Candidapepsin
EC 3−4−23−24,Candidapepsin
Candida albicans carboxyl proteinase,Candidapepsin
Candida albicans aspartic proteinase,Candidapepsin
EC 3.4.23.24,Candidapepsin
Candidate Evaluation Scale Smith Kendall,Candidate Evaluation Scale Smith Kendall
Candidin,Candidin
Candidiasis,Candidiasis
Candoluminescence,Candoluminescence
Candoxatril,Candoxatril
Candoxatrilat,Candoxatrilat
Canellaceae,Canellaceae
Cangrelor,Cangrelor
Cuspid,Cuspid
Canis familiaris,Canis familiaris
Canis latrans,Canis latrans
Canis lupus,Canis lupus
Street gutter,Street gutter
Cannabidaceae,Cannabidaceae
Cannabinaceae,Cannabidaceae
Cannabinoid,Cannabinoid
Cannabinol,Cannabinol
Cannabis,Cannabis
Cannabis sativa,Cannabis sativa
Cannaceae,Cannaceae
Cane,Cane
Sugar cane,Sugar cane
Sugar cane(by product),Sugar cane(by product)
Great reed,Great reed
Cranberries,Cranberries
Cinnamon,Cinnamon
Cinnamomum cassia,Cinnamomum cassia
Roll pass,Roll pass
Cannibalism,Cannibalism
Galactic cannibalism,Galactic cannibalism
Canoe,Canoe
Gun,Gun
Gas gun,Gas gun
Coaxial gun,Coaxial gun
Water gun,Water gun
Electron gun,Electron gun
Magnetron gun,Magnetron gun
Plasma gun,Plasma gun
